chap,text
Chapters 31–33 ,"Summary: Chapter 31  Emma imagines the course that her and Frank’s love affair
will run. In her mind, her fantasy always ends with her refusing
Frank. She believes she loves him, but not so much that her happiness
depends upon him, and that he loves her, but that his feelings are
probably changeable. She reads his first letter to Mrs. Weston after
returning to Enscombe and admires the genuineness of the warm feelings Frank
expresses for Highbury. His brief mention of Harriet makes Emma
speculate that Harriet could replace her in his affections, but she
reaffirms her resolution to cease matchmaking. 	Village gossip turns to Mr. Elton, who will soon arrive
in Highbury with his new bride. Harriet is flustered by the prospect
of Elton’s return, and Emma suggests that if Harriet will not forget Elton
for her own sake, she should do so for Emma’s, for Harriet’s persistent
attachment is a reminder of Emma’s guilt. Harriet repents, and Emma
is moved by the warmth of Harriet’s love for her. Emma concludes
that tenderness of heart, which Harriet possesses and which Emma
believes she herself lacks, is tremendously valuable. Summary: Chapter 32  Mr. Elton returns with his bride, and Emma decides that
she and Harriet should visit the newlyweds early on in order to
reestablish normal social relations. In this first meeting and shortly
thereafter Emma reserves judgment on Mrs. Elton, and attributes
Mr. Elton’s lack of ease to the awkwardness of the situation. When
the couple returns the visit and comes to Hartfield, Emma is able
to observe Mrs. Elton at greater length, and Emma is horrified by
the over-familiarity of her manners. Mrs. Elton is attached to superficial tokens
of wealth, such as her sister and brother-in-law’s “barouche-landau”
(carriage); she presumes to take Emma under her social wing; and
she prides herself on the inner “resources” of self-worth and foresight
that she clearly lacks. Mr. Woodhouse, never particularly discerning,
considers the new bride pleasant enough and expresses guilt that
he has not visited her. He cannot understand Emma’s consternation
when he suggests that “[a] bride, you know, my dear, is always the
first in company,” and that a bride receives the utmost in politeness
and good manners. Summary: Chapter 33  Emma continues to dislike Mrs. Elton, who, noting Emma’s
reserve, begins to return the sentiment. Emma assumes that Mr. Elton
has told his wife something of the unfortunate episode with her
and Harriet, to whom the Eltons are especially rude. Mrs. Elton
takes on Jane Fairfax as her project, attempting to bring her out
socially. Emma is puzzled that Jane refuses another invitation to
join Mr. and Mrs. Campbell and Mr. and Mrs. Dixon in Ireland. She
is also puzzled that Jane accepts Mrs. Elton’s attentions, and she
discusses Jane’s actions with Mrs. Weston and Mr. Knightley. Mr.
Knightley defends Jane’s acceptance of Mrs. Elton’s attentions,
and Emma takes the opportunity to probe Mr. Knightley on his feelings
for Jane, telling him, “The extent of your admiration may take you
by surprise one day or other.” Knightley seems flustered, uneasy,
and embarrassed and wonders whether Emma has been playing matchmaker
for him. She assures him that she has not, and he insists her that
he is not in love with Jane—for one thing, Jane is too reserved. Emma
is satisfied that she has been right about Knightley’s feelings for
Jane and that Mrs. Weston has been wrong, but Mrs. Weston wonders
if his eagerness in denying it indicates otherwise. Analysis: Chapters 31–33 In these chapters, Emma’s imaginative preoccupations again
shift their focus from meddling in others’ lives to understanding
the intrigue in her own. Earlier in the novel, Emma occupies herself
by envisaging Jane Fairfax’s supposed affair with Mr. Dixon, but
Jane’s reserve and Emma’s growing compassion for her have made this
line of speculation less worthwhile for Emma; now, for the first
time in the novel, Emma imagines herself as the heroine of her own
plot. Even so, her sentiments for Frank Churchill are no more real
than the feelings that she wrongly attributes to Mr. Elton, Jane,
and Mr. Knightley. Notably, her feelings for Frank flourish only
in his absence, which leaves Emma not unhappy but “busy and cheerful.” She
relishes the chance to envision her and Frank’s courtship, picturing
“a thousand amusing schemes for the progress and close of their attachment,
fancying interesting dialogues, and inventing elegant letters.”
She does not seem to relish the prospect of a courtship itself. 	Meanwhile, Mrs. Elton seems like a crude parody of the
earlier Emma, exhibiting Emma’s mistakes in an exaggerated form.
Mrs. Elton is constantly in search of young women to whom she can attach
herself and introduce into her society, and she holds matchmaking
an important goal. Emma immediately resents Mrs. Elton’s presumptuousness
in thinking she can make matches between strangers, and Mrs. Elton’s
blunt, outspoken nature makes us share Emma’s resentment. Still,
no great difference exists between Mrs. Elton’s behavior toward
Jane and Emma’s behavior toward Harriet, though Emma herself cannot
recognize the similarity. Both Emma and Mrs. Elton are guilty of
presumption. "
Chapters 22–24 ,"Summary: Chapter 22  In Highbury, there is great speculation about Miss Hawkins,
Mr. Elton’s fiancée. Mr. Elton returns to the village long enough
to confirm the rumors that his bride-to-be is beautiful, accomplished,
and of some fortune. Emma is relieved that his marriage will ease
the awkwardness of his return to their social circle, but she has
some uncharitable thoughts about Miss Hawkins’s inferior connections. She
has difficulty persuading Harriet to share her coolness, however. Only
the topic of Mr. Martin puts Mr. Elton out of Harriet’s mind. 	Harriet is flustered when Mr. Martin’s sister leaves
her a note at Mrs. Goddard’s. Emma decides that Harriet should return
the visit but stay only a brief time in order to reinforce the distance
that Emma, despite a twinge of conscience, believes Harriet must
maintain from the Martin family. Summary: Chapter 23  Emma takes Harriet to visit the Martins. Ahead of time,
they agree that Emma is to return and retrieve Harriet after fifteen
minutes. Harriet has a friendly and emotional visit with Mr. Martin’s
mother and sister, but when the visit is cut short, it is clear
the Martins understand that they have been slighted. Though pained,
Emma still believes she is doing what is best for Harriet. 	Emma’s spirits are revived by a meeting with Mr. and
Mrs. Weston, who bring the news that Frank Churchill’s arrival is
imminent. The following day, Emma unexpectedly meets Frank at Hartfield,
and she is pleased to find that he is very good-looking, bright, and
charming. Frank has just the right compliment for everyone, especially
Mrs. Weston, which pleases Emma. Emma can see that Mr. Weston hopes
that she and Frank might form an attachment, and she wonders if
the thought has occurred to Frank. When his father departs on an
errand, Frank leaves to call on his acquaintance from Weymouth,
Jane Fairfax. Summary: Chapter 24  Frank Churchill and Mrs. Weston visit Hartfield the next
day, and Emma is pleased by Frank’s warmth toward his stepmother.
He seems genuinely interested in everything about Highbury as the three
walk about the village, especially in the sites that are meaningful
to his father. Encountering an unused ballroom, he suggests that they
should organize a dance, and he dismisses Emma’s protestations about
the village’s lack of worthy families. 	Emma inquires about Frank’s visit with the Bateses, and
the two share impressions of Jane. Frank says that he finds her
unattractive and reserved. He thinks, however, that she is a talented
musician and affirms that they saw a good deal of each other in
Weymouth. Emma shares her theory about Jane and Mr. Dixon, which
Frank seems to resist, but then he gives in to Emma’s greater knowledge
of Jane. On the whole, Emma finds Frank even more to her liking
than she expected, possessing his father’s warmth and sociability
and lacking the proud airs one might acquire from the Churchills. "
Chapters 34–36 ,"Summary: Chapter 34  Fulfilling a social obligation, Emma plans a dinner party
for Mrs. Elton. Harriet asks to be excused from attending, which
gives Emma the opportunity to ease her conscience regarding Jane
Fairfax, who, at Harriet’s announced absence, is promptly invited
to fill the empty eighth seat. Mr. John Knightley is also included
because he will be in Highbury, accompanying his two eldest sons
on a visit to their aunt and grandfather. 	At the party, Mr. John Knightley gently reproaches Jane
for fetching letters from the post office that morning in the rain.
Jane acts as if the situation is not a big deal but ends up blushing
and watery-eyed, and soon the rest of the party begins discussing
the matter. Mrs. Elton insists that her servant should be given
the task of retrieving Jane’s letters, and Jane firmly resists.
The conversation moves to handwriting. Mr. Knightley praises Emma’s
penmanship but dissents when she praises the penmanship of Frank
Churchill. Jane’s eagerness to fetch her own letters rouses Emma’s
suspicions, but she decides not to trouble Jane by questioning her. Summary: Chapter 35  The women gather in the drawing room after dinner, and
Mrs. Elton pursues the subject of letter-retrieval with Jane. She
also insists on helping Jane find a governess position, though Jane
explains that she will not seek a place until after she sees the
Campbells in midsummer. The men come in, and Mr. Weston, who has
been on business in London, appears. He brings a letter from Frank,
reporting that Mrs. Churchill has decided that the household should
make an extended visit in London. This news means that Frank will
be able to be in Highbury a good deal. Mr. and Mrs. Weston are pleased, Emma
is somewhat agitated, and Mr. Knightley seems unexcited by the news. Summary: Chapter 36  Mr. Weston and Mrs. Elton have a long-winded conversation
in which they pursue comically different purposes. Mrs. Elton fishes for
compliments and goes on about Maple Grove, the estate where her
wealthy brother and sister-in-law live. Mr. Weston talks about Frank
and explains the illness of Frank’s aunt (and Mr. Weston’s sister-in-law),
Mrs. Churchill. Before the conversation becomes too heated, they
are interrupted by tea. Mr. John Knightley gives Emma final instructions
regarding his sons and wonders if they will be in the way at Hartfield,
now that Emma has become so social. She rejects John Knightley’s
implication and insists that she is more of a homebody than Mr.
(George) Knightley, who seems pleased and amused by the assertion. Analysis: Chapters 34–36 Austen’s use of three chapters to narrate a single dinner
party marks an interesting narrative development for English literature.
In novels by previous writers, the description of the events of
a dinner party would have taken up at most a page or two, but Austen
turns the dinner party into an opportunity to trace extensively
the ins and outs of human personality and interaction. In doing
so, she provides a model for later writers as disparate as Henry
James and Virginia Woolf. 	During the dinner party, we are given our first extended
view of Jane Fairfax, who begins to come out of her reserved shell
and speak more. Her well-crafted comments exemplify an ideal balance between
openness and propriety. For example, when Mr. John Knightley observes,
“When you have lived to my age, you will begin to think letters
are never worth going through the rain for,” Jane answers, “I must
not hope to be ever situated as you are, in the midst of every dearest
connection, and therefore I cannot expect that simply growing older
should make me indifferent about letters.” This answer is politely
vague but also expresses real emotion. It engages our pity, but
it tactfully avoids any suggestion of self-pity on Jane’s part.
Furthermore, when she firmly resists Mrs. Elton’s aggressive offers
of assistance, we realize that Jane’s quietness and reserve do not
indicate that she is dull or passive—she clearly has a mind of her own.
In fact, Jane is the character who voices the novel’s most explicit
social protest, which seems to come directly from Austen herself.
Jane speaks against the “governess-trade,” which involves “the sale,
not quite of human flesh, but of human intellect.” She admits that
offices that advertise for governess positions are less morally
deplorable than slave traders, but she adds, “[B]ut as to the greater
misery of the victims, I do not know where it lies.” "
Chapters 37–39 ,"Summary: Chapter 37  Emma thinks about her agitation upon hearing of Frank’s
impending arrival and decides that she feels such apprehension more
on his behalf than her own—her attachment to him is not very strong. When
she sees him again, he is friendly and spirited but visits for only
fifteen minutes. Frank’s short visit convinces Emma that his feelings
as well must have weakened. Because of his aunt’s demands, Frank
is kept away for ten days after this first visit. Mrs. Churchill eventually
determines that her family must move from London to Richmond, which
places Frank closer to Highbury. Mr. Weston is delighted to have
his son nearer, and a date is set for the long-postponed ball. Summary: Chapter 38  The day of the ball arrives. Emma is invited by Mr. Weston
to come early and give her opinion on the arrangements, and she
believes that this opportunity will give some privacy to her second
meeting with Frank, who will be with his father. But Emma is not
the only one of Mr. Weston’s “favourites” that he has entreated
to come early, and all the while Frank seems excited but restless,
constantly moving to see who has arrived. Finally, when Jane and
Miss Bates arrive, Frank rushes out to help them with umbrellas.
Mrs. Elton pronounces Frank a very fine young man. Miss Bates overwhelms everyone
with exclamations of gratitude and pleasure. Frank tells Emma that
he dislikes Mrs. Elton and her familiar manner with Jane, and he
runs off again to ask his father when the dancing will begin. 	Mr. and Mrs. Weston suddenly realize that Mrs. Elton
expects to be asked to lead the dance and that they cannot give
Emma that honor, as they had hoped. Despite this slight disappointment,
Emma enjoys the beginning of the festivities, though she is disturbed
that Mr. Knightley will not dance. She admires the figure he cuts
among the other men, and he notices that he is watching her. The
ball is a success, and only one episode mars Emma’s enjoyment. During
one dance, Harriet is left without a partner, and Mr. Elton, the
one dancer who is disengaged, pointedly refuses to ask her. Mr.
Knightley soothes Harriet’s embarrassment by asking her to dance,
and Emma is very pleased with him. Later, she expresses her gratitude, and
he asks her why the Eltons are her enemies. She admits that she wanted
Mr. Elton to marry Harriet and acknowledges that Knightley was right
about his character. Knightley in return admits that Harriet has
more admirable qualities than he originally thought. Emma and Knightley
cement their new mutual understanding with a dance. Summary: Chapter 39  Emma looks back on her talk with Mr. Knightley at the
ball with pleasure, and she rejoices that the Eltons’ rudeness has
cured Harriet of her infatuation with Mr. Elton. Suddenly, Frank
appears with Harriet, fainting, on his arm. When revived, Harriet
tells the story of how she was walking with a friend, Miss Bickerton,
when a Gypsy child approached to beg from them. Miss Bickerton,
frightened, ran away, but Harriet was unable to follow because of
a cramp she had gotten at the ball. Just as she started to panic,
a group of Gypsies surrounded her and demanded money. Frank happened
to be walking along and frightened the Gypsies away. Emma cannot
help but wonder whether this romantic circumstance might make Harriet
and Frank interesting to each other. The episode alarms Mr. Woodhouse and
is occasion for gossip, but the Gypsies leave the neighborhood and
no harm is done. Analysis: Chapters 37–39 Emma’s honest reflections about her lack of substantive
feelings for Frank reveal her growing maturity. She no longer sees
him as a character in the scenes she imagines for herself, someone
who is important simply because he gives her the opportunity to
show off her accomplishments and elegance. She recognizes that if
their two-month separation has not cooled his love, “there were
dangers and evils before her: caution for him and for herself would
be necessary.” Rather than anticipating a dramatic scene, she now
hopes that “she might be able to keep him from an absolute declaration. That
would be so very painful a conclusion of their present acquaintance.”
Emma’s decision to observe Frank to see how he feels, rather than
to begin with an assumption about how he feels, enables her to understand
that Frank is not in love with her. The narrator makes clear that
Emma’s vanity is not at issue in this case—she is relieved, not
offended, that Frank’s feelings are cooled, and at the dance, she seems
to find more interest in puzzling about his odd mood than in courting
his attention. When Frank and Emma dance, instead of imagining how
elegant they look to others, she admires how elegant Mr. Knightley
looks. Emma has become more concerned with observing others, and
less concerned with being observed by others. 	The Gypsies Harriet describes encountering in Chapter  "
Chapters 40–42 ,"Summary: Chapter 40  Harriet comes to tell Emma that her infatuation with Mr.
Elton has passed and to relinquish the trinkets she has kept to
remember him by. First, she shows Emma a bit of court-plaster (used
at the time as a bandage) that she had lent to Mr. Elton when he
cut himself. He had used what he needed but discarded the rest,
which Harriet then kept. Emma feels guilty in recalling that she
had lied and said that she did not have any court-plaster, so that
Harriet would have the opportunity to be Elton’s healer. Harriet’s
second trinket is a useless bit of pencil Elton had discarded. She
throws both items into the fire, and Emma hopes that Frank might
take Elton’s place. Her hopes seem to be rewarded when, during another
conversation, Harriet says she will never marry, inciting Emma’s
suspicion that Harriet does not think that she will marry because
she is interested in someone of a higher class. After some hesitation,
Emma asks if Harriet has feelings for someone of higher rank. Harriet
says yes, and Emma comments that she is not surprised, given the
service that this person rendered Harriet. Emma says that they must
not discuss it anymore, and she advises Harriet to be cautious but
not to give up all hope. Summary: Chapter 41  Mr. Knightley begins to suspect that there is some secret
understanding between Frank and Jane. During a walk with Emma, Harriet,
Mr. and Mrs. Weston, Frank, Jane, and Miss Bates, Knightley witnesses
a strange exchange. Frank asks Mrs. Weston if anything has come
of Mr. Perry’s plan to buy a carriage. She has no idea what he is
talking about, and he swears that she wrote of it in a letter to him
some months ago. She denies it, and Frank decides he must have dreamed
it. Miss Bates remembers that there was talk of the Perrys getting
a carriage at her house (with Jane present) but that it was a secret.
Mr. Knightley observes Frank trying to catch Jane’s eye after this. 	The party reaches Hartfield, and Emma persuades everyone
to come in for tea. A word game ensues, which Mr. Knightley watches. Frank
constructs the word “blunder” using alphabet tiles, which he shows
to Jane. Then he constructs the word “Dixon,” shows it to Emma,
who laughs, and then shows it to Jane, who pushes the puzzle away
in anger. When the party breaks up, Knightley stays behind to speak
to Emma—he knows that everyone considers her the object of Frank’s
affection, and he wishes to warn her. Knightley asks Emma about
the “Dixon” joke, and, embarrassed, she refuses to explain. He tells
her his suspicion about Jane and Frank, and she laughs at him, stating
unequivocally that she can answer for Frank’s indifference to Jane.
Knightley is silenced and irritated by Emma’s implication that she
is in Frank’s confidence. Summary: Chapter 42  An outing to Box Hill is planned, but it has to be postponed
because of a lame horse. Mr. Knightley half-jokingly suggests that
the party come to his estate instead. Mrs. Elton seizes upon the
idea, and Knightley has to be firm to prevent her from planning
all the details. Meanwhile, the lame horse heals, and it is decided
that the Box Hill party will follow the one at Donwell Abbey, Knightley’s
estate. At Donwell Abbey, Emma enjoys examining Knightley’s house
and grounds. She overhears Jane resisting a governess “situation”
that Mrs. Elton has found for her. Walking through the garden, Emma finds
Harriet and Knightley looking out over the Martin family home and
thinks the two an odd grouping, but is nevertheless convinced that
Harriet is in good hands. Mrs. Weston is worried by the fact that
Frank is late coming from Richmond. At the house, Emma encounters
an agitated Jane, who asks her to tell everyone else that she has
walked home. Frank then turns up out of humor and in the course
of conversation says that he would like to go abroad. Emma teases
him out of his mood, and he promises to join the Box Hill trip. Analysis: Chapters 40–42 Even though Emma has resolved to use more discretion in
promoting a match between Harriet and Frank than she used when encouraging
Harriet’s affection for Mr. Elton, she manages to cause a misunderstanding
precisely because she shies away from explicit statements. When
Emma says of Harriet’s new object of affection, “The service he
rendered you was enough to warm your heart,” she is referring to
Frank, who saved Harriet from the Gypsies. Harriet, however, thinks
of Mr. Knightley, who saved her from humiliation by asking her to
dance. 	In the way it keeps us in the dark about the truth of
various characters’ feelings,  "
Chapters 43–45 ,"Summary: Chapter 43  
 The Box Hill trip is not a success. Mr. and Mrs. Elton
keep to themselves; Mr. Knightley, Miss Bates, and Jane form a second
exclusive party; and Emma stays with Harriet and Frank. Emma is
disappointed by Harriet’s and Frank’s dullness. Later, Frank becomes excessively
lively and gallant. Emma is confident that there is nothing behind
his flirtations, but she is aware that others can pick up on their
flirtation. The party sits about listlessly, and Frank says that Emma
demands to know what they are thinking of. Mrs. Elton is offended
by Frank’s deference to Emma, and Knightley asks dryly if she would  	Frank comments that sometimes matches made in public
places become regrettable on further acquaintance and that, as a
result, Mr. and Mrs. Elton are lucky that they are compatible. Jane
demurs and leaves for a walk with her aunt and Mr. Knightley. Emma,
left with Frank, grows tired of his flattery. Later, Mr. Knightley
takes Emma aside and reprimands her for her conduct toward Miss
Bates, reminding Emma that Miss Bates has had an unfortunate life
and deserves compassion. Emma has never felt “so agitated, so mortified,
[so] grieved” in her life; she cries almost all the way home. Summary: Chapter 44  On reflection, Emma decides that the Box Hill party was
a disaster. Still feeling horrible about her treatment of Miss Bates,
Emma soothes her conscience by visiting the Bateses first thing
the following morning. Miss Bates’s humility and kindness are a
further reproach to Emma’s bad behavior. During Emma’s visit, Jane remains
in the bedroom with a headache. 	Jane has just accepted the governess position recommended
by Mrs. Elton, and Emma expresses surprise and genuine concern for the
unhappiness Jane’s departure must cause everyone. Jane will leave
within a fortnight (two weeks). Emma is surprised to learn that
Frank departed the previous evening for Richmond, and she is struck
by the difference between Mrs. Churchill’s power and Jane’s. She
is ashamed of her earlier conjectures about Jane’s relationship with
Mr. Dixon. Summary: Chapter 45  Emma returns to Hartfield to discover that Mr. Knightley
and Harriet have arrived in her absence. Knightley is about to depart
for London to visit John and Isabella. His hastiness surprises Emma. Mr.
Woodhouse inquires about Emma’s visit with the Bateses, and Emma
blushes and exchanges a glance with Knightley. She believes he understands
her feelings and forgives her. He makes an unusual gesture, taking
her hand and almost kissing it. She is gratified, though a little
puzzled about his scruple in completing the kiss. 	The next day, unexpected news arrives: Mrs. Churchill
has died. Emma thinks this event may improve Harriet’s chances with
Frank. Meanwhile, she attempts to provide assistance to Jane, inviting
her to Hartfield, sending her healthful foods, and attempting to
visit her. Jane pleads ill health, but Emma hears that Jane has
been taking outside exercise, and she feels hurt that Jane seems
to be particularly avoiding her. "
Chapters 46–48 ,"Summary: Chapter 46  Mr. Weston arrives to escort Emma to see Mrs. Weston—clearly something
is amiss. Assured that Mrs. Weston is well, Emma’s first concern
is for Isabella’s family and for Mr. Knightley in London, but Mr.
Weston assures her that the news does not involve them. At Randalls,
Emma is greeted by Mrs. Weston, who explains that Frank has just
revealed that he and Jane have been secretly engaged. Emma is shocked,
embarrassed by the things she has said to Frank about Jane, and
concerned for Harriet’s feelings. 	Emma quickly relieves Mrs. Weston by assuring her that
she has no feelings for Frank. She is angry, however, about his
behavior toward her and Jane. Mrs. Weston defends her stepson, telling Emma
that there were misunderstandings between him and Jane and that
he will be writing her a letter detailing the extenuating circumstances.
Mr. Churchill has given his consent to the match, though he has
requested that it remain secret until more time has passed after
his wife’s death. Mr. Weston enters the room, and Emma assures him
that the news of Frank’s engagement has not caused her any pain. Summary: Chapter 47  
 	Emma is filled with concern for Harriet. She is angrier
at herself than she is at Frank, because she believes that she should
have discouraged Harriet’s attachment to him. Jane’s behavior since
her arrival in Highbury is also put into perspective. Emma realizes
that Jane has been avoiding her because she has seen her as a rival.
Emma dreads telling Harriet the news, but when Harriet arrives at
Hartfield she has already heard the story from Mr. Weston. Emma
is surprised at Harriet’s composure, and it turns out that Harriet
never cared for Frank; she has been harboring feelings for Mr. Knightley.
Harriet knows that Mr. Knightley is of higher rank than she, but
she affirms that Emma has given her hope that she may raise herself
enough to be acceptable to him. 	Emma makes a startling discovery—she herself is in love
with Mr. Knightley! She conceals her emotion from Harriet, asking
Harriet whether she has reason to believe that Knightley returns
her feelings. Harriet recounts a number of instances in which Knightley
has shown her special attention, many of which Emma’s memory corroborates.
When Harriet departs, Emma is left to reflect that she has been
wrong about everything, including her own heart. Now Knightley may
debase himself by marrying Harriet, and she has made it all possible. Summary: Chapter 48  Emma rethinks all of the events of the past months. She
realizes that it has always been important to her to be “first”
with Mr. Knightley and that he has always had special concern for
her, but she cannot believe he could return her feelings, especially
when he has just been so angry with her about her rudeness to Miss
Bates. She still believes she would not marry him, even if he asked,
because she cannot leave her father. She anticipates having the
opportunity to observe him and Harriet together. 	Mrs. Weston arrives to report that she has just visited
with Jane and that Jane admitted to having suffered a good deal
since entering into the secret engagement. She blames herself for
her misjudgment and acknowledges Emma’s kindness during her sickness.
Hearing this account, Emma again expresses anger at Frank’s behavior.
Mrs. Weston again defends him, though she has not yet received his explanatory
letter, but Emma is too distracted by her thoughts about Mr. Knightley
to pay attention. Emma regrets once more that she was not a better
friend to Jane, as Knightley had advised, and she reflects on how
desolate life will be without Knightley’s constant visits to Hartfield. "
Chapters 49–51 ,"Summary: Chapter 49  
 	Emma goes for a walk in the garden. To her surprise,
Mr. Knightley joins her. He has just returned from London. She worries
that Knightley will confess his feelings for Harriet, and she offers
her news about Frank and Jane’s secret engagement. Knightley already knows
about it and offers his consolation, but Emma assures him she has
never had feelings for Frank. She explains and expresses regret
for her behavior, and Knightley is strangely silent. Finally, he admits
he may have underrated Frank and expresses envy at his circumstances.
Worried that Knightley is about to discuss Harriet, Emma quickly
silences him. He is mortified, and seeing his pain Emma invites
him to speak after all, saying she will be glad to hear him as a
friend. He says he does not wish her friendship and declares his
love. She is surprised, thrilled, and by the time they reach the house
they are engaged to marry. Knightley is surprised as well—he was
convinced that Emma was in love with Frank; he departed for London
to cool his feelings for her, and he has returned thinking she would
need comfort. He has moved from resigned despair to perfect happiness
in half an hour. Summary: Chapter 50  Emma can barely conceal her feelings as she and Mr. Knightley
join her father for tea. That night, Emma lies awake worrying about Harriet
and her father. She decides she will write a letter to Harriet explaining
what has happened and arrange for Harriet to visit Isabella in London
to give both of them some time to adjust to the new situation. She
decides that she and Knightley must postpone their wedding until
after her father dies. 	Mrs. Weston forwards Emma a letter from Frank in which
he explains that all of his actions, including his attentions to
Emma, were guided by a need to maintain the secrecy of his engagement
to Jane. He apologizes for his behavior, but explains that he could
tell Emma was not attached to him, and says that he was under the impression
that Emma already knew about him and Jane. He adores Jane and is
miserable that he has made her suffer. The couple quarreled the
morning of the Donwell Abbey party because Jane was upset about
his behavior toward Emma, thinking it an inappropriate way to maintain
their secret. Frank was upset about Jane’s caution, which he interpreted
as coldness. Frank then left for Richmond, and Jane wrote to him
to break off the engagement. He received the letter from Jane the
morning his aunt died, and in the flurry of subsequent correspondence
failed to send his conciliating response to her. She sent his letters
back to him, indicating that he could return her letters at her
governess post. This was the first news Frank had heard of her new
position, and he threw himself at his uncle’s mercy, receiving approval
for the match. He then sped to Highbury to find Jane very ill. They
reconciled, and Frank admits that he is happier than he deserves
to be. Summary: Chapter 51  Emma, in her own happiness, cannot help but forgive Frank.
When Knightley comes to her, she shares the letter with him. He
reads the letter, telling Emma his impressions as he goes along,
and he is less softened than she but willing to admit that Frank
has some good qualities. He and Emma discuss her father, and he
agrees that Emma cannot leave Hartfield and that Mr. Woodhouse cannot
be expected to move to Donwell Abbey. He suggests that he move to
Hartfield, and Emma is moved by his sacrifice. She promises to think
it over, and soon likes the plan—her only sadness is that this engagement and
relocation will estrange her and Harriet further. Analysis: Chapters 49–51 Nearly every sentence that passes between Emma and Knightley
in Chapter  	The emotional release of Chapter  "
Chapters 52–55 ,"Summary: Chapter 52  Harriet agrees to Emma’s plan to send her to London on
the pretense that she needs to see a dentist, which satisfies Emma
since she does not want to hurt Harriet with news of Emma and Mr.
Knightley’s engagement. Emma decides not to tell her father of her
engagement until Mrs. Weston, who is pregnant, has given birth to
her baby. Meanwhile, she pays a visit to Jane. They are unable to
speak openly because Mrs. Elton is there, and Jane’s engagement
is still supposed to be a secret. However, Emma interprets some
of Mrs. Elton’s remarks and expressions as ostentatious indications
that Mrs. Elton is in on the secret of Jane and Frank’s engagement. 	Mr. Elton turns up, annoyed that Mr. Knightley has missed
a meeting with him. Emma decides he must be waiting for her at Hartfield
and leaves. When Jane walks her out, they are reconciled, each feeling
that she owes the other an apology, both full of goodwill. Summary: Chapter 53  Mrs. Weston safely delivers a baby girl, much to Emma’s
delight. Mr. Knightley reminisces about how headstrong Emma was
when she was a child. She expresses gratitude that he so often corrected her
mistakes, and he asserts that she would have done just as well without
him. Emma is grieved that she cannot speak more openly with him
about Harriet. Mr. John Knightley congratulates Mr. Knightley and
Emma on their engagement, and shocks the couple by saying that he
is not surprised by their news. 	Emma works up the courage to give her father the news.
Mr. Woodhouse is shocked, but he gradually begins to resign himself
to it. Mrs. Weston helps persuade him that his happiness will be increased
rather than diminished. She is surprised and overwhelmingly pleased
by the match. Mr. Weston shares the news with Jane and Miss Bates,
and soon Emma and Knightley’s engagement is the talk of Highbury.
Only the Eltons are displeased that Emma has made such a good match. Summary: Chapter 54  Mr. Knightley has news for Emma: Harriet is to marry Robert
Martin. Knightley had sent Mr. Martin to London with a package for
his brother while Harriet was there, and Mr. Martin began to spend time
with the family. Knightley worries that Emma is upset, but in fact
she is thrilled, amazed, and amused at Harriet’s rapid recovery. Emma
is thankful that she has not done Harriet greater injury, and she
is glad that soon she will no longer need to conceal Harriet’s emotional
state from Knightley. 	Emma and Mr. Knightley go to visit Randalls and find
Frank and Jane there. At first, Emma’s meeting with Frank is awkward,
but soon they are back on easy terms, joking about all that has
passed. Frank’s ability to speak lightly of all he and Jane have
suffered is not entirely approved by his fiancée, and Emma feels
Knightley’s superiority to Frank. "
chapter,text
